name_last,name_first,key_fangraphs,key_mlbam,mlb_played_first,hand,Name,mlb_played_last
Aardsma,David,1902,430911,2004,R,David Aardsma,2015
Abad,Fernando,4994,472551,2010,L,Fernando Abad,2019
Accardo,Jeremy,6428,435618,2005,R,Jeremy Accardo,2012
Aceves,Alfredo,5164,469686,2008,R,Alfredo Aceves,2014
Achter,A. j.,11387,592091,2014,R,A. j. Achter,2016
Acosta,Manny,8725,407924,2007,R,Manny Acosta,2012
Adam,Jason,11861,592094,2018,R,Jason Adam,2021
Adams,Austin,13801,613534,2017,R,Austin Adams,2021
Adams,Austin,7411,542866,2014,R,Austin Adams,2019
Adams,Mike,1937,430606,2004,R,Mike Adams,2014
Adcock,Nathan,3282,502264,2011,R,Nathan Adcock,2015
Adleman,Tim,10968,534947,2016,R,Tim Adleman,2017
Affeldt,Jeremy,583,346793,2002,L,Jeremy Affeldt,2015
Agrazal,Dario,15821,642607,2019,R,Dario Agrazal,2019
Albaladejo,Jonathan,3521,452293,2007,R,Jonathan Albaladejo,2012
Albers,Andrew,7853,452027,2013,L,Andrew Albers,2017
Albers,Matt,4300,458006,2006,R,Matt Albers,2019
Alburquerque,Al,6324,456379,2011,R,Al Alburquerque,2017
Alcantara,Sandy,18684,645261,2017,R,Sandy Alcantara,2021
Alcantara,Victor,15028,622505,2017,R,Victor Alcantara,2019
Alexander,Scott,10591,518397,2015,L,Scott Alexander,2021
Alexander,Tyler,17735,641302,2019,L,Tyler Alexander,2021
Allard,Kolby,18694,663465,2018,L,Kolby Allard,2021
Allen,Cody,12183,592102,2012,R,Cody Allen,2019
Allen,Logan,18555,663531,2019,L,Logan Allen,2021
Almonte,Yency,15068,622075,2018,R,Yency Almonte,2021
Altavilla,Dan,16507,656186,2016,R,Dan Altavilla,2021
Alvarado,Jose,17780,621237,2017,L,Jose Alvarado,2021
Alvarez,Henderson,5669,506693,2011,R,Henderson Alvarez,2017
Alvarez,Jose,5358,501625,2013,L,Jose Alvarez,2021
Alzolay,Adbert,17859,640470,2019,R,Adbert Alzolay,2021
Ambriz,Hector,559,459932,2010,R,Hector Ambriz,2014
Anderson,Brett,8223,474463,2009,L,Brett Anderson,2021
Anderson,Chase,6895,502624,2014,R,Chase Anderson,2021
Anderson,Cody,12799,594736,2015,R,Cody Anderson,2019
Anderson,Justin,16201,605121,2018,R,Justin Anderson,2019
Anderson,Nick,18337,623433,2019,R,Nick Anderson,2020
Anderson,Shaun,19453,641312,2019,R,Shaun Anderson,2020
Anderson,Tyler,12880,542881,2016,L,Tyler Anderson,2021
Andriese,Matt,12022,542882,2015,R,Matt Andriese,2021
Arano,Victor,15915,644364,2017,R,Victor Arano,2019
Araujo,Elvis,12854,542587,2015,L,Elvis Araujo,2016
Archer,Chris,6345,502042,2012,R,Chris Archer,2021
Arias,Alberto,3087,464244,2007,R,Alberto Arias,2009
Armstrong,Shawn,12857,542888,2015,R,Shawn Armstrong,2021
Arredondo,Jose,4722,461766,2008,R,Jose Arredondo,2012
Arrieta,Jake,4153,453562,2010,R,Jake Arrieta,2021
Arroyo,Bronson,978,276520,2000,R,Bronson Arroyo,2017
Asencio,Jairo,3332,446003,2009,R,Jairo Asencio,2013
Asher,Alec,13560,594742,2015,R,Alec Asher,2018
Atchison,Scott,2642,425786,2004,R,Scott Atchison,2015
Atilano,Luis,3802,457447,2010,R,Luis Atilano,2010
Avilan,Luis,2882,501593,2012,L,Luis Avilan,2021
Axelrod,Dylan,9303,518420,2011,R,Dylan Axelrod,2015
Axford,John,9059,446099,2009,R,John Axford,2018
Ayala,Luis,1650,425646,2003,R,Luis Ayala,2013
Backe,Brandon,1529,407840,2002,R,Brandon Backe,2009
Badenhop,Burke,9736,488674,2008,R,Burke Badenhop,2015
Baek,Cha-seung,8214,430657,2004,R,Cha-seung Baek,2008
Báez,Danys,367,276056,2001,R,Danys Báez,2011
Baez,Pedro,5420,520980,2014,R,Pedro Baez,2020
Bailey,Andrew,1368,457732,2009,R,Andrew Bailey,2017
Bailey,Homer,8362,456701,2007,R,Homer Bailey,2020
Baker,Scott,6176,435044,2005,R,Scott Baker,2015
Bale,John,864,150469,1999,L,John Bale,2009
Balester,Collin,6883,444446,2008,R,Collin Balester,2015
Balfour,Grant,718,346797,2001,R,Grant Balfour,2015
Banda,Anthony,14706,607455,2017,L,Anthony Banda,2020
Banks,Josh,5570,457468,2007,R,Josh Banks,2010
Bannister,Brian,5718,446454,2006,R,Brian Bannister,2010
Banuelos,Manny,5365,544365,2015,L,Manny Banuelos,2019
Bard,Daniel,7115,453268,2009,R,Daniel Bard,2021
Bard,Luke,14288,572703,2018,R,Luke Bard,2020
Barlow,Scott,14993,605130,2018,R,Scott Barlow,2021
Barnes,Danny,11388,592130,2016,R,Danny Barnes,2018
Barnes,Jacob,12323,606930,2016,R,Jacob Barnes,2021
Barnes,Matt,12863,598264,2014,R,Matt Barnes,2021
Barnette,Tony,3555,501817,2016,R,Tony Barnette,2019
Barraclough,Kyle,13713,607457,2015,R,Kyle Barraclough,2019
Barrett,Aaron,11243,502578,2014,R,Aaron Barrett,2020
Barrett,Jake,13322,545332,2016,R,Jake Barrett,2019
Barria,Jaime,18356,642545,2018,R,Jaime Barria,2021
Bashlor,Tyler,15203,641341,2018,R,Tyler Bashlor,2020
Bass,Anthony,7982,542914,2011,R,Anthony Bass,2021
Bass,Brian,2219,430654,2008,R,Brian Bass,2010
Bassitt,Chris,12304,605135,2014,R,Chris Bassitt,2021
Bastardo,Antonio,8844,455374,2009,L,Antonio Bastardo,2017
Batista,Miguel,46,110683,1992,R,Miguel Batista,2012
Bauer,Trevor,12703,545333,2012,R,Trevor Bauer,2021
Bautista,Denny,1947,429714,2004,R,Denny Bautista,2010
Beachy,Brandon,8851,545404,2010,R,Brandon Beachy,2015
Beato,Pedro,1330,474039,2011,R,Pedro Beato,2017
Beavan,Blake,338,518444,2011,R,Blake Beavan,2014
Beck,Chris,13418,571476,2015,R,Chris Beck,2018
Beckett,Josh,510,277417,2001,R,Josh Beckett,2014
Bedard,Erik,126,407853,2002,L,Erik Bedard,2014
Bedrosian,Cam,13360,592135,2014,R,Cam Bedrosian,2021
Beede,Tyler,16981,595881,2018,R,Tyler Beede,2019
Beeks,Jalen,17192,656222,2018,L,Jalen Beeks,2020
Beimel,Joe,979,346847,2001,L,Joe Beimel,2015
Belisario,Ronald,2203,430613,2009,R,Ronald Belisario,2015
Belisle,Matt,1837,279571,2003,R,Matt Belisle,2018
Beliveau,Jeff,8504,542924,2012,L,Jeff Beliveau,2018
Bell,Chad,10297,518445,2017,L,Chad Bell,2018
Bell,Heath,2080,425514,2004,R,Heath Bell,2014
Bell,Trevor,7074,457707,2009,R,Trevor Bell,2014
Below,Duane,3124,502102,2011,L,Duane Below,2013
Bennett,Jeff,1903,430831,2004,R,Jeff Bennett,2009
Benoit,Joaquin,1437,276542,2001,R,Joaquin Benoit,2017
Berg,Justin,1973,448753,2009,R,Justin Berg,2011
Bergesen,Brad,8375,448269,2009,R,Brad Bergesen,2012
Bergman,Christian,10925,548357,2014,R,Christian Bergman,2018
Bergmann,Jason,4640,456589,2005,R,Jason Bergmann,2010
Berken,Jason,5673,460072,2009,R,Jason Berken,2012
Berrios,Jose,14168,621244,2016,R,Jose Berrios,2021
Betances,Dellin,6216,476454,2011,R,Dellin Betances,2021
Betancourt,Rafael,177,429783,2003,R,Rafael Betancourt,2015
Bettis,Chad,10587,518452,2013,R,Chad Bettis,2019
Biagini,Joe,13194,607352,2016,R,Joe Biagini,2020
Bibens-dirkx,Austin,9559,502212,2017,R,Austin Bibens-dirkx,2018
Biddle,Jesse,11437,592145,2018,L,Jesse Biddle,2021
Bieber,Shane,19427,669456,2018,R,Shane Bieber,2021
Billingsley,Chad,5842,451532,2006,R,Chad Billingsley,2015
Blach,Ty,14361,621389,2016,L,Ty Blach,2019
Black,Vic,9195,502195,2013,R,Vic Black,2014
Blackburn,Nick,4270,448147,2007,R,Nick Blackburn,2012
Blackburn,Paul,14739,621112,2017,R,Paul Blackburn,2020
Blackley,Travis,3234,429715,2004,L,Travis Blackley,2013
Blair,Aaron,14934,594760,2016,R,Aaron Blair,2017
Blanton,Joe,4849,430599,2004,R,Joe Blanton,2017
Blazek,Michael,9654,518468,2013,R,Michael Blazek,2019
Bleier,Richard,7803,542947,2016,L,Richard Bleier,2021
Blevins,Jerry,7841,460283,2007,L,Jerry Blevins,2019
Boggs,Mitchell,3344,459939,2008,R,Mitchell Boggs,2013
Bolsinger,Mike,11137,502211,2014,R,Mike Bolsinger,2017
Bonderman,Jeremy,1667,425827,2003,R,Jeremy Bonderman,2013
Bonilla,Lisalverto,11266,570810,2014,R,Lisalverto Bonilla,2017
Bonine,Eddie,5890,444382,2008,R,Eddie Bonine,2010
Bonser,Boof,2159,425818,2006,R,Boof Bonser,2010
Borucki,Ryan,16350,621366,2018,L,Ryan Borucki,2021
Boshers,Buddy,8490,542953,2013,L,Buddy Boshers,2019
Bowden,Michael,4440,476601,2008,R,Michael Bowden,2013
Bowman,Matthew,13528,621199,2016,R,Matthew Bowman,2019
Boxberger,Brad,10133,502202,2012,R,Brad Boxberger,2021
Boyd,Matt,15440,571510,2015,L,Matt Boyd,2021
Boyer,Blaine,2237,430641,2005,R,Blaine Boyer,2018
Brach,Brad,6627,542960,2011,R,Brad Brach,2020
Bracho,Silvino,15051,611093,2015,R,Silvino Bracho,2020
Braddock,Zach,4553,488722,2010,L,Zach Braddock,2011
Braden,Dallas,8099,460284,2007,L,Dallas Braden,2011
Bradford,Chad,904,136268,1998,R,Chad Bradford,2009
Bradford,Chase,12452,607473,2017,R,Chase Bradford,2019
Bradley,Archie,12918,605151,2015,R,Archie Bradley,2021
Brasier,Ryan,5615,518489,2013,R,Ryan Brasier,2020
Brault,Steven,15291,643230,2016,L,Steven Brault,2020
Bray,Bill,8538,435538,2006,L,Bill Bray,2012
Brebbia,John,12777,605154,2017,R,John Brebbia,2019
Brennan,Brandon,13527,592165,2019,R,Brandon Brennan,2020
Breslow,Craig,4363,444520,2005,L,Craig Breslow,2017
Brewer,Colten,12997,605155,2018,R,Colten Brewer,2020
Brice,Austin,17237,592169,2016,R,Austin Brice,2021
Bridwell,Parker,11502,592170,2016,R,Parker Bridwell,2018
Brigham,Jeff,16631,656257,2018,R,Jeff Brigham,2020
Britton,Zack,3240,502154,2011,L,Zack Britton,2020
Brocail,Doug,551,111492,1992,R,Doug Brocail,2009
Brooks,Aaron,12272,605156,2014,R,Aaron Brooks,2019
Brothers,Rex,9794,571521,2011,L,Rex Brothers,2021
Brown,Brooks,5679,453156,2014,R,Brooks Brown,2015
Broxton,Jonathan,4759,455009,2005,R,Jonathan Broxton,2017
Bruney,Brian,1929,430663,2004,R,Brian Bruney,2012
Buchanan,David,11176,571527,2014,R,David Buchanan,2015
Buchanan,Jake,10962,594772,2014,R,Jake Buchanan,2017
Buchholz,Clay,3543,453329,2007,R,Clay Buchholz,2019
Buchholz,Taylor,2168,430587,2006,R,Taylor Buchholz,2011
Buchter,Ryan,9456,488748,2014,L,Ryan Buchter,2020
Buckner,Billy,8253,434438,2007,R,Billy Buckner,2014
Buehler,Walker,19374,621111,2017,R,Walker Buehler,2021
Buehrle,Mark,225,279824,2000,L,Mark Buehrle,2015
Bueno,Francisley,5980,499107,2008,L,Francisley Bueno,2014
Bulger,Jason,3915,408072,2005,R,Jason Bulger,2011
Bullington,Bryan,5066,425860,2005,R,Bryan Bullington,2010
Bumgarner,Madison,5524,518516,2009,L,Madison Bumgarner,2021
Bummer,Aaron,16258,607481,2017,L,Aaron Bummer,2021
Bundy,Dylan,12917,605164,2012,R,Dylan Bundy,2021
Burgos,Enrique,3895,542609,2015,R,Enrique Burgos,2016
Burke,Greg,6282,457566,2009,R,Greg Burke,2013
Burnes,Corbin,19361,669203,2018,R,Corbin Burnes,2021
Burnett,A. j.,512,150359,1999,R,A. j. Burnett,2015
Burnett,Alex,4065,488751,2010,R,Alex Burnett,2013
Burnett,Sean,1886,430634,2004,L,Sean Burnett,2016
Burns,Mike,2932,446916,2005,R,Mike Burns,2009
Burres,Brian,3425,434638,2006,L,Brian Burres,2011
Burton,Jared,8346,454537,2007,R,Jared Burton,2014
Busenitz,Alan,15239,641427,2017,R,Alan Busenitz,2018
Bush,Dave,4635,433657,2004,R,Dave Bush,2013
Bush,Matt,1246,456713,2016,R,Matt Bush,2021
Butler,Eddie,13453,572750,2014,R,Eddie Butler,2018
Buttrey,Ty,14719,621142,2018,R,Ty Buttrey,2020
Byrd,Paul,594,111838,1995,R,Paul Byrd,2009
Byrdak,Tim,1995,136263,1998,L,Tim Byrdak,2013
Cabrera,Daniel,1931,425555,2004,R,Daniel Cabrera,2009
Cabrera,Genesis,17490,650893,2019,L,Genesis Cabrera,2021
Cahill,Trevor,6249,502239,2009,R,Trevor Cahill,2021
Cain,Matt,4732,430912,2005,R,Matt Cain,2017
Calero,Kiko,1676,425606,2003,R,Kiko Calero,2009
Caminero,Arquimedes,8992,491708,2013,R,Arquimedes Caminero,2016
Camp,Shawn,1855,425861,2004,R,Shawn Camp,2014
Campillo,Jorge,8686,435658,2005,R,Jorge Campillo,2009
Canning,Griffin,19867,656288,2019,R,Griffin Canning,2021
Capps,Carter,12803,605169,2012,R,Carter Capps,2017
Capps,Matt,4788,448165,2005,R,Matt Capps,2012
Capuano,Chris,1701,425626,2003,L,Chris Capuano,2016
Carle,Shane,15258,641438,2017,R,Shane Carle,2019
Carlson,Jesse,4391,434482,2008,L,Jesse Carlson,2010
Carlyle,Buddy,2010,234194,1999,R,Buddy Carlyle,2015
Carpenter,Chris,1292,112020,1997,R,Chris Carpenter,2012
Carpenter,David,3959,502304,2011,R,David Carpenter,2019
Carpenter,Ryan,12699,543001,2018,L,Ryan Carpenter,2019
Carrasco,Carlos,6632,471911,2009,R,Carlos Carrasco,2020
Carrasco,D. j.,1666,425647,2003,R,D. j. Carrasco,2012
Carroll,Scott,888,453222,2014,R,Scott Carroll,2016
Cashner,Andrew,8782,488768,2010,R,Andrew Cashner,2019
Casilla,Santiago,2873,433586,2004,R,Santiago Casilla,2018
Cassevah,Bobby,6950,445001,2010,R,Bobby Cassevah,2012
Castillo,Alberto,3316,441368,2008,L,Alberto Castillo,2011
Castillo,Diego,17496,650895,2018,R,Diego Castillo,2021
Castillo,Luis,15689,622491,2017,R,Luis Castillo,2021
Castro,Miguel,15684,612434,2015,R,Miguel Castro,2021
Castro,Simon,9243,501563,2013,R,Simon Castro,2017
Cease,Dylan,18525,656302,2019,R,Dylan Cease,2021
Cecil,Brett,2660,446399,2009,L,Brett Cecil,2018
Cedeno,Xavier,36,458584,2011,L,Xavier Cedeno,2019
Cessa,Luis,13345,570666,2016,R,Luis Cessa,2021
Chacin,Jhoulys,2608,468504,2009,R,Jhoulys Chacin,2021
Chacon,Shawn,424,276336,2001,R,Shawn Chacon,2008
Chafin,Andrew,12988,605177,2014,L,Andrew Chafin,2021
Chamberlain,Joba,2692,501955,2007,R,Joba Chamberlain,2016
Chapman,Aroldis,10233,547973,2010,L,Aroldis Chapman,2021
Chapman,Kevin,11240,502087,2013,L,Kevin Chapman,2016
Chargois,J. t.,13767,608638,2016,R,J. t. Chargois,2019
Chatwood,Tyler,4338,543022,2011,R,Tyler Chatwood,2021
Chavez,Jesse,5448,445926,2008,R,Jesse Chavez,2020
Chen,Bruce,769,136600,1998,L,Bruce Chen,2015
Chen,Wei-yin,13071,612672,2012,L,Wei-yin Chen,2019
Chico,Matt,6068,453889,2007,L,Matt Chico,2010
Chirinos,Yonny,16401,630023,2018,R,Yonny Chirinos,2020
Choate,Randy,813,329092,2000,L,Randy Choate,2015
Chulk,Vinnie,1838,425562,2003,R,Vinnie Chulk,2012
Cimber,Adam,15288,643256,2018,R,Adam Cimber,2021
Cingrani,Tony,12555,571561,2012,L,Tony Cingrani,2018
Cishek,Steve,6483,518553,2010,R,Steve Cishek,2021
Cisnero,Jose,6399,542585,2013,R,Jose Cisnero,2021
Civale,Aaron,19479,650644,2019,R,Aaron Civale,2021
Claiborne,Preston,10500,502011,2013,R,Preston Claiborne,2017
Clarke,Taylor,17611,664199,2019,R,Taylor Clarke,2021
Claudio,Alex,12890,592222,2014,L,Alex Claudio,2021
Clemens,Paul,8037,518560,2013,R,Paul Clemens,2016
Clevinger,Mike,12808,605182,2016,R,Mike Clevinger,2020
Clippard,Tyler,5640,461325,2007,R,Tyler Clippard,2020
Cloyd,Tyler,8536,543031,2012,R,Tyler Cloyd,2018
Cobb,Alex,6562,502171,2011,R,Alex Cobb,2021
Coffey,Todd,2467,434298,2005,R,Todd Coffey,2012
Coke,Phil,5535,457435,2008,L,Phil Coke,2016
Cole,A. j.,11467,595918,2015,R,A. j. Cole,2020
Cole,Gerrit,13125,543037,2013,R,Gerrit Cole,2021
Cole,Taylor,11964,518566,2017,R,Taylor Cole,2019
Coleman,Casey,8270,488787,2010,R,Casey Coleman,2014
Coleman,Louis,9720,488786,2011,R,Louis Coleman,2018
Collins,Tim,3164,525768,2011,L,Tim Collins,2019
Collmenter,Josh,7312,518567,2011,R,Josh Collmenter,2017
Colome,Alex,6661,517008,2013,R,Alex Colome,2021
Colome,Jesus,1198,400125,2001,R,Jesus Colome,2010
Colon,Bartolo,375,112526,1997,R,Bartolo Colon,2018
